Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle
1/9/2014,0:35,Thursday,YORKDALE STATION,PUSO,0,0,S,YU,5711
1/9/2014,0:46,Thursday,ISLINGTON STATION,MUSC,0,0,W,BD,5130
1/9/2014,0:49,Thursday,YORKDALE STATION,TUSC,0,0,S,YU,5426
1/9/2014,1:16,Thursday,OLD MILL STATION,TUSC,0,0,E,BD,5165
1/9/2014,1:33,Thursday,LANSDOWNE STATION,SUDP,13,18,W,BD,5013
1/9/2014,4:35,Thursday,ST PATRICK STATION,MUNCA,0,0,,YU,0
1/9/2014,5:42,Thursday,DUNDAS STATION,MUNCA,0,0,,YU,0
1/9/2014,5:43,Thursday,KENNEDY BD STATION,PUTWZ,38,42,W,BD,5901
1/9/2014,5:53,Thursday,ELLESMERE STATION,ERTC,3,0,S,SRT,3014
1/9/2014,5:56,Thursday,ST CLAIR STATION,MUO,0,0,N,YU,5288
1/9/2014,5:57,Thursday,VICTORIA PARK STATION,EUDO,10,0,E,BD,5901
1/9/2014,6:02,Thursday,MCCOWAN STATION,ERTC,3,9,S,SRT,3010
1/9/2014,6:13,Thursday,MCCOWAN STATION TO KEN,MRTO,0,0,B,SRT,0
1/9/2014,6:19,Thursday,WILSON YARD,MUSC,0,0,N,YU,5706
1/9/2014,6:21,Thursday,FINCH STATION,MUSC,0,0,S,YU,5641
1/9/2014,6:22,Thursday,SCARB CTR STATION,MRO,6,12,S,SRT,3014
1/9/2014,7:05,Thursday,GLENCAIRN STATION,MUSC,4,7,S,YU,5586
1/9/2014,7:26,Thursday,GREENWOOD STATION,MUNOA,3,6,E,BD,0
1/9/2014,7:37,Thursday,KENNEDY SRT STATION,ERTC,4,10,N,SRT,3001
1/9/2014,7:53,Thursday,SPADINA BD STATION,MUI,0,0,,BD,0
1/9/2014,7:54,Thursday,LAWRENCE WEST STATION,TUMVS,0,0,S,YU,5551
1/9/2014,7:54,Thursday,WARDEN STATION,MUSC,0,0,W,BD,5050
1/9/2014,8:32,Thursday,ST GEORGE BD STATION,MUI,4,7,E,BD,5096
1/9/2014,8:36,Thursday,OSGOODE STATION,MUSC,0,0,N,YU,5421
1/9/2014,8:50,Thursday,ST CLAIR WEST STATION,MUSC,0,0,N,YU,5421
1/9/2014,8:52,Thursday,MUSEUM STATION,MUI,0,0,S,YU,5370
1/9/2014,9:16,Thursday,MIDLAND STATION,ERTC,12,18,N,SRT,3017
1/9/2014,9:26,Thursday,BLOOR STATION,MUIR,0,0,S,YU,0
1/9/2014,9:52,Thursday,SPADINA YUS STATION,SUUT,33,36,S,YU,5736
1/9/2014,11:21,Thursday,OSGOODE STATION,TUSC,0,0,N,YU,5636
1/9/2014,11:22,Thursday,MCCOWAN STATION,ERTC,6,12,N,SRT,3021
1/9/2014,11:40,Thursday,WARDEN STATION,TUDOE,21,25,W,BD,5211
1/9/2014,11:57,Thursday,KENNEDY BD STATION,EUO,0,0,E,BD,5027
1/9/2014,12:08,Thursday,KENNEDY BD STATION,MUSC,0,0,W,BD,5050
1/9/2014,12:29,Thursday,MCCOWAN STATION,ERTC,6,12,N,SRT,3021
1/9/2014,12:29,Thursday,ST CLAIR WEST STATION,TUSC,0,0,S,YU,5661
1/9/2014,13:05,Thursday,SHEPPARD WEST STATION,PUSTS,0,0,S,YU,5756
1/9/2014,13:38,Thursday,WILSON STATION,MUTD,9,13,N,YU,5781
1/9/2014,14:02,Thursday,YORK MILLS STATION,MUNCA,0,0,,YU,0
1/9/2014,14:06,Thursday,DUPONT STATION,TUSC,0,0,S,YU,5139
1/9/2014,14:20,Thursday,HIGH PARK STATION,MUI,0,0,,BD,0
1/9/2014,14:24,Thursday,ST GEORGE BD STATION,MUO,6,10,E,BD,5035
1/9/2014,14:26,Thursday,EGLINTON STATION,TUSC,0,0,N,YU,5265
1/9/2014,14:30,Thursday,MCCOWAN STATION,MRNOA,5,10,S,SRT,0
1/9/2014,14:31,Thursday,FINCH STATION,MUIR,0,0,,,0
1/9/2014,14:33,Thursday,KENNEDY BD STATION,MUNOA,5,10,W,BD,0
1/9/2014,14:54,Thursday,DONLANDS STATION,EUDO,12,17,W,BD,5020
1/9/2014,15:16,Thursday,DONLANDS STATION,MUNOA,3,6,W,BD,0
1/9/2014,15:18,Thursday,GREENWOOD PORTAL,MUSC,0,0,W,BD,5144
1/9/2014,15:18,Thursday,MCCOWAN STATION,MRNOA,5,10,S,SRT,0
1/9/2014,15:50,Thursday,YONGE BD STATION,MUIR,4,7,E,BD,5839
1/9/2014,16:08,Thursday,KIPLING STATION,MUSC,3,6,E,BD,5030
1/9/2014,16:08,Thursday,ROSEDALE STATION,MUSC,3,7,N,YU,5601
1/9/2014,16:15,Thursday,SCARB CTR STATION,MRTO,5,10,N,SRT,3021
1/9/2014,16:20,Thursday,ST PATRICK STATION,MUIR,3,6,S,YU,5250
1/9/2014,16:25,Thursday,DAVISVILLE YARD,PUSNT,3,6,S,YU,5656
1/9/2014,16:59,Thursday,ST CLAIR WEST STATION,TUSC,0,0,S,YU,5491
1/9/2014,17:11,Thursday,KENNEDY BD STATION,MUSC,3,6,W,BD,5144
1/9/2014,17:23,Thursday,YONGE SHP STATION,SUEAS,14,19,W,SHP,5272
1/9/2014,17:30,Thursday,MIDLAND STATION,MRTO,5,10,N,SRT,362
1/9/2014,17:45,Thursday,DUNDAS STATION,MUPAA,3,6,S,YU,5621
1/9/2014,18:03,Thursday,UNION STATION,MUIR,3,6,S,YU,5471
1/9/2014,18:11,Thursday,ISLINGTON STATION,MUSC,4,7,E,BD,5030
1/9/2014,18:28,Thursday,UNION STATION,SUDP,4,7,N,YU,5461
1/9/2014,18:29,Thursday,DONLANDS STATION,MUSC,0,0,W,BD,5130
1/9/2014,18:43,Thursday,EGLINTON STATION,MUPAA,0,0,N,YU,5671
1/9/2014,18:57,Thursday,MCCOWAN STATION,MRTO,12,18,N,SRT,3017
1/9/2014,18:57,Thursday,ROSEDALE STATION,MUSC,0,0,N,YU,5586
1/9/2014,18:59,Thursday,ROSEDALE STATION,MUSC,3,6,N,YU,5586
1/9/2014,19:00,Thursday,BLOOR DANFORTH SUBWAY,MUGD,0,0,,BD,0
1/9/2014,19:00,Thursday,YONGE UNIVERSITY LINE,MUGD,0,0,,YU,0
1/9/2014,19:17,Thursday,KEELE STATION,TUSC,0,0,E,BD,5027
1/9/2014,19:43,Thursday,MCCOWAN STATION,ERPR,6,12,,SRT,0
1/9/2014,19:50,Thursday,MCCOWAN STATION TO KEN,MRO,12,18,,SRT,0
1/9/2014,20:02,Thursday,YORKDALE STATION,PUSO,0,0,S,YU,5711
1/9/2014,20:17,Thursday,LAWRENCE EAST STATION,MRTO,0,0,N,SRT,3017
1/9/2014,20:40,Thursday,YORKDALE STATION,TUSC,0,0,S,YU,5521
1/9/2014,20:45,Thursday,YONGE BD STATION,SUAE,0,0,E,BD,5933
1/9/2014,20:48,Thursday,SCARB CTR STATION,MRTO,6,12,N,SRT,3007
1/9/2014,20:52,Thursday,YORKDALE STATION,PUSO,0,0,S,YU,5250
1/9/2014,20:57,Thursday,YORKDALE STATION,PUSO,0,0,S,YU,5626
1/9/2014,21:20,Thursday,KENNEDY BD STATION,SUG,3,8,W,BD,5933
1/9/2014,22:00,Thursday,YONGE UNIVERSITY LINE,MUO,0,0,,BD,0
1/9/2014,22:15,Thursday,KIPLING STATION,EUNT,6,11,E,BD,5933
1/9/2014,22:21,Thursday,BLOOR STATION,SUDP,5,10,S,YU,5566
1/9/2014,22:42,Thursday,MIDLAND STATION,MRTO,0,0,N,SRT,2021
1/9/2014,23:45,Thursday,OLD MILL STATION,EUPI,10,15,E,BD,5033
1/9/2014,23:47,Thursday,LAWRENCE EAST STATION,MRTO,0,0,S,SRT,3004
1/10/2014,0:07,Friday,EGLINTON WEST STATION,PUSNT,0,0,S,YU,5701
1/10/2014,0:15,Friday,EGLINTON WEST STATION,PUSNT,0,0,S,YU,5396
1/10/2014,0:32,Friday,EGLINTON WEST STATION,PUSNT,0,0,S,YU,0
1/10/2014,1:04,Friday,JANE STATION,TUSC,0,0,W,BD,5127
1/10/2014,1:14,Friday,KIPLING STATION,TUSC,0,0,W,BD,5127
1/10/2014,1:20,Friday,LANSDOWNE STATION,MUI,0,0,,BD,0
1/10/2014,1:37,Friday,ST CLAIR WEST STATION,TUMVS,0,0,N,YU,5746
1/10/2014,5:21,Friday,YONGE SHP STATION,TUSC,0,0,E,SHP,5291
1/10/2014,5:39,Friday,DON MILLS STATION,MUSC,0,0,W,SHP,5275
1/10/2014,5:40,Friday,COLLEGE STATION,MUNCA,0,0,,YU,0
1/10/2014,5:40,Friday,DUNDAS STATION,MUNCA,0,0,,YU,0
1/10/2014,5:40,Friday,KIPLING STATION,PUTIS,6,0,E,BD,5027
1/10/2014,5:46,Friday,KIPLING STATION,PUTIS,7,13,E,BD,0
1/10/2014,6:33,Friday,ISLINGTON STATION,PUSIS,3,8,E,BD,5035
1/10/2014,7:06,Friday,GREENWOOD WYE,MUSC,0,0,W,BD,5096
1/10/2014,7:12,Friday,FINCH STATION,TUO,3,6,S,YU,5676
1/10/2014,7:15,Friday,ISLINGTON STATION,TUSC,0,0,E,BD,5320
1/10/2014,7:18,Friday,WILSON STATION,MUSC,0,0,S,YU,5791
1/10/2014,7:21,Friday,MIDLAND STATION,ERTC,7,13,S,SRT,3024
1/10/2014,7:30,Friday,GREENWOOD STATION,MUNOA,3,6,E,BD,0
1/10/2014,7:44,Friday,ISLINGTON STATION,TUSC,0,0,E,BD,5096
1/10/2014,7:55,Friday,ROSEDALE STATION,MUSC,0,0,N,YU,5586
1/10/2014,7:56,Friday,ROSEDALE STATION,MUSC,3,6,N,YU,5586
1/10/2014,8:00,Friday,ROSEDALE STATION,PUSTC,0,0,N,YU,5656
1/10/2014,8:17,Friday,QUEEN STATION,MUI,8,11,S,YU,5761
1/10/2014,8:18,Friday,BROADVIEW STATION,EUNT,3,6,W,BD,5309
1/10/2014,9:05,Friday,SUMMERHILL STATION,MUIR,0,0,,YU,0
1/10/2014,9:23,Friday,JANE STATION,TUSC,0,0,W,BD,5096
1/10/2014,10:02,Friday,SHERBOURNE STATION,MUI,0,0,E,BD,0
1/10/2014,10:40,Friday,JANE STATION,TUSC,0,0,W,BD,5127
1/10/2014,10:50,Friday,BLOOR STATION,PUSTC,0,0,N,YU,5516
1/10/2014,11:30,Friday,BLOOR DANFORTH SUBWAY,MUGD,0,0,,BD,0
1/10/2014,11:30,Friday,YONGE UNIVERSITY LINE,MUGD,0,0,,YU,0
1/10/2014,11:49,Friday,ST CLAIR WEST STATION,TUMVS,4,8,N,YU,5416
1/10/2014,12:00,Friday,KIPLING STATION,SUO,0,0,E,BD,5144
1/10/2014,12:14,Friday,COLLEGE STATION,MUO,0,0,,YU,0
1/10/2014,12:14,Friday,SUMMERHILL STATION,TUO,3,7,N,YU,5139
1/10/2014,12:25,Friday,EGLINTON STATION,TUSUP,5,9,N,YU,5139
1/10/2014,12:28,Friday,YORKDALE STATION,PUSO,0,0,N,YU,5706
1/10/2014,12:42,Friday,YORK MILLS STATION,TUOS,3,7,S,YU,5836
1/10/2014,12:46,Friday,BROADVIEW STATION,MUIR,4,9,E,BD,5077
1/10/2014,14:16,Friday,YORKDALE STATION,TUSC,0,0,S,YU,5736
1/10/2014,14:37,Friday,BLOOR STATION,MUI,0,0,N,YU,0
1/10/2014,15:44,Friday,ISLINGTON STATION,MUSC,4,7,E,BD,5018
1/10/2014,16:17,Friday,ISLINGTON STATION,MUSC,3,6,E,BD,5305
1/10/2014,16:49,Friday,DAVISVILLE STATION,PUMO,0,0,,YU,0
1/10/2014,16:58,Friday,FINCH STATION,MUSC,0,0,N,YU,5139
1/10/2014,17:06,Friday,COLLEGE STATION,MUPAA,7,10,N,YU,5596
1/10/2014,17:31,Friday,KIPLING STATION,MUTO,3,6,E,BD,5154
1/10/2014,17:36,Friday,ST GEORGE YUS STATION,TUSC,0,0,S,YU,5396
1/10/2014,17:45,Friday,ISLINGTON STATION,MUSC,3,6,E,BD,5018
1/10/2014,17:58,Friday,DUPONT STATION,TUOS,0,0,S,YU,5481
1/10/2014,18:25,Friday,SHEPPARD WEST STATION,MUSC,0,0,S,YU,5139
1/10/2014,18:49,Friday,ISLINGTON STATION,MUDD,3,6,W,BD,5323
1/10/2014,19:07,Friday,VICTORIA PARK STATION,PUSTC,3,6,E,BD,5217
1/10/2014,19:24,Friday,ROSEDALE STATION,MUSC,0,0,N,YU,5586
1/10/2014,19:26,Friday,ROSEDALE STATION,MUSC,3,6,N,YU,5586
1/10/2014,19:34,Friday,BAYVIEW STATION,MUPAA,0,0,E,SHP,5286
1/10/2014,19:58,Friday,EGLINTON WEST STATION,MUSC,6,10,S,YU,5736
1/10/2014,20:08,Friday,YONGE BD STATION,MUI,0,0,E,BD,0
1/10/2014,20:16,Friday,VICTORIA PARK STATION,TUSC,0,0,W,BD,5001
1/10/2014,20:53,Friday,JANE STATION,TUSC,0,0,W,BD,5171
1/10/2014,21:00,Friday,BLOOR DANFORTH SUBWAY,MUGD,0,0,,BD,0
1/10/2014,21:51,Friday,KING STATION,PUSTC,0,0,S,YU,5461
1/10/2014,22:00,Friday,YONGE UNIVERSITY LINE,MUO,0,0,,BD,0
1/10/2014,22:13,Friday,JANE STATION,TUSC,0,0,W,BD,5127
1/10/2014,23:14,Friday,SHERBOURNE STATION,MUI,5,10,W,BD,5300
1/11/2014,1:02,Saturday,KENNEDY BD STATION,PUSO,10,15,W,BD,5060
1/11/2014,3:21,Saturday,GREENWOOD YARD,MUPLB,0,0,,BD,0
1/11/2014,5:04,Saturday,LANSDOWNE STATION,MUNCA,0,0,,BD,0
1/11/2014,5:31,Saturday,COXWELL STATION,MUNCA,0,0,,BD,0
1/11/2014,5:34,Saturday,WELLESLEY STATION,MUNCA,0,0,,YU,0
1/11/2014,5:35,Saturday,KIPLING STATION,MUNCA,0,0,,BD,0
1/11/2014,5:58,Saturday,KIPLING STATION,MUNOA,5,10,E,BD,0
1/11/2014,6:00,Saturday,YONGE UNIVERSITY LINE,MUO,0,0,,YU,0
1/11/2014,6:32,Saturday,FINCH STATION,MUSC,0,0,N,YU,5426
1/11/2014,6:36,Saturday,KENNEDY BD STATION,MUSC,5,10,W,BD,5105
1/11/2014,6:37,Saturday,FINCH STATION,MUSC,0,0,S,YU,5421
1/11/2014,7:11,Saturday,PAPE STATION,MUO,0,0,E,BD,5217
1/11/2014,8:19,Saturday,ISLINGTON STATION,MUSC,0,0,E,BD,5154
1/11/2014,8:41,Saturday,CHESTER STATION,MUIR,0,0,W,BD,5304
1/11/2014,9:20,Saturday,MAIN STREET STATION,MUNCA,0,0,,BD,0
1/11/2014,11:17,Saturday,DAVISVILLE STATION,MUSC,0,0,N,YU,5686
1/11/2014,11:57,Saturday,EGLINTON STATION,PUMO,0,0,,YU,0
1/11/2014,12:26,Saturday,NORTH YORK CTR STATION,EUBK,5,10,S,YU,5416
1/11/2014,12:51,Saturday,GLENCAIRN STATION,MUNCA,0,0,,YU,0
1/11/2014,13:30,Saturday,SHEPPARD STATION,MUPAA,0,0,N,YU,5576
1/11/2014,13:49,Saturday,CHRISTIE STATION,PUMEL,0,0,W,BD,0
1/11/2014,14:27,Saturday,ST GEORGE BD STATION,MUPAA,0,0,W,BD,5323
1/11/2014,14:44,Saturday,FINCH STATION,SUO,5,10,S,YU,5571
1/11/2014,15:14,Saturday,YORKDALE STATION,PUMO,0,0,,YU,0
1/11/2014,17:25,Saturday,SHEPPARD WEST STATION,TUSC,0,0,N,YU,5496
1/11/2014,17:55,Saturday,BAYVIEW STATION,MUPLB,16,21,W,SHP,5272
1/11/2014,19:51,Saturday,FINCH STATION,MUSAN,5,10,S,YU,5631
1/11/2014,20:03,Saturday,BLOOR STATION,MUI,0,0,S,YU,0
1/11/2014,20:15,Saturday,KIPLING STATION,MUSAN,5,10,E,BD,5209
1/11/2014,20:31,Saturday,LAWRENCE EAST STATION,MRUI,7,13,N,SRT,3009
1/11/2014,20:43,Saturday,MCCOWAN STATION,MRWEA,5,11,S,SRT,3007
1/11/2014,20:51,Saturday,MCCOWAN STATION TO KEN,MRWEA,292,298,S,SRT,3014
1/11/2014,21:32,Saturday,YORK MILLS STATION,SUDP,5,11,N,YU,5686
1/11/2014,21:51,Saturday,ST CLAIR WEST STATION,SUDP,11,17,N,YU,5821
1/11/2014,22:00,Saturday,YONGE UNIVERSITY LINE,MUO,0,0,,YU,0
1/11/2014,22:35,Saturday,BLOOR STATION,MUPR1,11,17,N,YU,5288
1/11/2014,22:40,Saturday,OSGOODE STATION,TUO,5,10,S,YU,5586
1/12/2014,8:40,Sunday,YONGE SHP STATION,MUSC,0,0,E,SHP,5358
1/12/2014,8:49,Sunday,YONGE SHP STATION,MUSC,0,0,E,SHP,5291
1/12/2014,8:59,Sunday,JANE STATION,PUSTS,4,0,E,BD,5191
1/12/2014,9:00,Sunday,YONGE UNIVERSITY LINE,MUO,0,0,,YU,0
1/12/2014,9:05,Sunday,YORKDALE STATION,TUSC,0,0,S,YU,5354
1/12/2014,9:33,Sunday,KENNEDY SRT STATION,ERCO,6,13,N,SRT,3021
1/12/2014,9:37,Sunday,KIPLING STATION,MUSC,5,10,E,BD,5305
1/12/2014,9:50,Sunday,SCARB CTR STATION,ERCO,7,14,N,SRT,3021
1/12/2014,10:12,Sunday,HIGH PARK STATION,SUDP,0,0,,BD,0
1/12/2014,10:37,Sunday,COXWELL STATION,MUI,0,0,E,BD,0
1/12/2014,10:39,Sunday,FINCH STATION,MUSC,0,0,N,YU,5288
1/12/2014,10:56,Sunday,ST GEORGE YUS STATION,MUPLB,8,13,S,YU,5651
1/12/2014,11:21,Sunday,KENNEDY BD STATION,PUMEL,0,0,,BD,0
1/12/2014,11:37,Sunday,KIPLING STATION,EUSC,4,9,E,BD,5305
1/12/2014,13:30,Sunday,ROYAL YORK STATION,PUMST,0,0,,BD,0
1/12/2014,14:05,Sunday,YORK MILLS STATION,SUEAS,10,14,N,YU,5686
1/12/2014,16:03,Sunday,BROADVIEW STATION,MUI,0,0,,BD,0
1/12/2014,18:17,Sunday,ST GEORGE BD STATION,MUPAA,3,8,W,BD,5174
1/12/2014,19:46,Sunday,COXWELL STATION,MUTO,0,0,W,BD,5174
1/12/2014,19:56,Sunday,YONGE SHP STATION,MUNCA,0,0,,SHP,0
1/12/2014,21:04,Sunday,ROSEDALE STATION,MUPAA,0,0,S,YU,5576
1/12/2014,21:41,Sunday,QUEEN STATION,SUDP,14,19,N,YU,5456
1/12/2014,21:45,Sunday,ST CLAIR STATION,PUSTS,5,10,S,YU,5596
1/12/2014,22:00,Sunday,YONGE UNIVERSITY LINE,MUO,0,0,,BD,0
1/13/2014,0:18,Monday,KENNEDY SRT STATION,MRTO,13,20,S,SRT,3010
1/13/2014,5:40,Monday,QUEEN STATION,MUNCA,0,0,,YU,0
1/13/2014,6:06,Monday,EGLINTON STATION,PUSI,4,9,N,YU,5676
1/13/2014,6:23,Monday,ST CLAIR STATION,PUSI,5,10,S,YU,5836
1/13/2014,6:24,Monday,KENNEDY BD STATION,MUSC,0,0,W,BD,5341
1/13/2014,6:30,Monday,QUEEN STATION,MUNCA,0,0,,,0
1/13/2014,6:30,Monday,WARDEN STATION,MUSC,3,8,W,BD,5041
1/13/2014,6:34,Monday,KEELE STATION,MUSC,0,0,W,BD,5221
1/13/2014,6:50,Monday,LAWRENCE STATION,EUBK,4,9,N,YU,5236
1/13/2014,7:01,Monday,MCCOWAN STATION,ERNEA,6,12,S,SRT,3022
1/13/2014,7:01,Monday,ST GEORGE BD STATION,MUI,0,0,,BD,0
1/13/2014,7:02,Monday,COXWELL STATION,MUSC,0,0,E,BD,5302
1/13/2014,7:49,Monday,SPADINA BD STATION,MUDD,3,6,W,BD,5111
1/13/2014,7:59,Monday,FINCH STATION,MUNCA,0,0,,YU,0
1/13/2014,8:13,Monday,MIDLAND STATION,MRUIR,6,12,N,SRT,3027
1/13/2014,8:15,Monday,KIPLING STATION,MUSC,0,0,E,BD,5302
1/13/2014,8:26,Monday,KEELE STATION,MUSC,0,0,W,BD,5221
1/13/2014,8:43,Monday,ST CLAIR WEST STATION,SUDP,0,0,N,YU,0
1/13/2014,8:50,Monday,DAVISVILLE STATION,MUPAA,0,0,S,YU,5636
1/13/2014,9:04,Monday,FINCH STATION,MUTO,0,0,S,YU,5396
1/13/2014,9:23,Monday,MUSEUM STATION,MUIR,6,10,S,YU,5456
1/13/2014,10:24,Monday,KEELE STATION,MUSC,0,0,W,BD,5221
1/13/2014,10:39,Monday,WILSON STATION,TUSC,0,0,S,YU,5526
1/13/2014,11:25,Monday,KENNEDY BD STATION,PUTDN,0,0,W,BD,5089
1/13/2014,11:29,Monday,MCCOWAN STATION,ERLV,6,12,S,SRT,3027
1/13/2014,11:30,Monday,YONGE UNIVERSITY LINE,MUGD,0,0,,YU,0
1/13/2014,11:43,Monday,EGLINTON STATION,EUTRD,0,0,N,YU,5781
1/13/2014,12:14,Monday,ST CLAIR STATION,PUSI,0,0,N,YU,5686
1/13/2014,12:39,Monday,VICTORIA PARK STATION,MUSC,0,0,E,BD,5319
1/13/2014,13:04,Monday,WARDEN STATION,PUSI,0,0,W,BD,5111
1/13/2014,13:51,Monday,KENNEDY BD STATION,EUCA,4,8,E,BD,5062
1/13/2014,14:21,Monday,YONGE BD STATION,PUMST,0,0,E,BD,0
1/13/2014,15:06,Monday,MCCOWAN STATION,ERNEA,4,8,S,SRT,0
1/13/2014,15:14,Monday,KEELE STATION,TUSC,0,0,W,BD,5079
1/13/2014,15:16,Monday,DUFFERIN STATION,MUDD,9,12,W,BD,5314
1/13/2014,15:28,Monday,ISLINGTON STATION,MUSC,0,0,E,BD,5067
1/13/2014,15:38,Monday,ISLINGTON STATION,MUSC,0,0,E,BD,5065
1/13/2014,16:25,Monday,DUNDAS STATION,PUMST,0,0,,YU,0
1/13/2014,16:34,Monday,WARDEN STATION,MUSC,0,0,W,BD,5079
1/13/2014,16:44,Monday,GLENCAIRN STATION,MUPAA,0,0,S,YU,5456
1/13/2014,16:47,Monday,DONLANDS STATION,MUSC,0,0,W,BD,5079
1/13/2014,17:09,Monday,MIDLAND STATION,ERLV,4,9,S,SRT,3026
1/13/2014,17:14,Monday,YONGE BD STATION,MUD,3,6,E,BD,5886
1/13/2014,17:22,Monday,ISLINGTON STATION,MUSC,0,0,E,BD,5067
1/13/2014,17:26,Monday,KIPLING STATION,TUSC,0,0,W,BD,5079
1/13/2014,17:28,Monday,KENNEDY BD STATION,PUSTC,12,15,W,BD,5850
1/13/2014,17:42,Monday,BLOOR STATION,MUPAA,3,6,N,YU,5661
1/13/2014,17:42,Monday,NORTH YORK CTR STATION,MUPAA,0,0,N,YU,5741
1/13/2014,17:53,Monday,SHERBOURNE STATION,MUI,4,7,E,BD,5019
1/13/2014,17:55,Monday,OSGOODE STATION,TUSC,0,0,N,YU,5267
1/13/2014,18:00,Monday,ST GEORGE YUS STATION,MUI,0,0,,YU,0
1/13/2014,18:05,Monday,CHRISTIE STATION,MUNCA,0,0,,BD,0
1/13/2014,18:05,Monday,KIPLING STATION,TUSC,0,0,W,BD,5300
1/13/2014,18:30,Monday,YONGE UNIVERSITY LINE,MUGD,0,0,,YU,0
1/13/2014,18:39,Monday,VICTORIA PARK STATION,MUSC,0,0,W,BD,5079
1/13/2014,18:47,Monday,WOODBINE STATION,MUSC,0,0,W,BD,5079
1/13/2014,19:00,Monday,BLOOR DANFORTH SUBWAY,MUGD,0,0,,BD,0
1/13/2014,19:49,Monday,JANE STATION,PUMEL,0,0,,BD,0
1/13/2014,20:08,Monday,QUEEN STATION,MUI,0,0,,YU,0
1/13/2014,21:24,Monday,LANSDOWNE STATION,MUI,0,0,E,BD,0
1/13/2014,21:51,Monday,OLD MILL STATION,EUBK,5,10,E,BD,5300
1/13/2014,22:00,Monday,YONGE UNIVERSITY LINE,MUO,0,0,,YU,0
1/13/2014,22:24,Monday,SHEPPARD WEST STATION,EUDO,5,10,S,YU,5781
1/13/2014,22:28,Monday,YORK MILLS STATION,EUPI,5,10,S,YU,5791
1/13/2014,23:06,Monday,DUNDAS STATION,MUNCA,0,0,,YU,0
1/13/2014,23:39,Monday,KEELE STATION,MUI,0,0,E,BD,0
1/14/2014,0:21,Tuesday,MUSEUM STATION,MUPAA,0,0,N,YU,5451
1/14/2014,0:57,Tuesday,DON MILLS STATION,MUPLB,19,25,E,SHP,5238
1/14/2014,5:02,Tuesday,WELLESLEY STATION,MUNCA,0,0,,YU,0
1/14/2014,5:43,Tuesday,SHERBOURNE STATION,TUSC,0,0,W,BD,5334
1/14/2014,5:54,Tuesday,DONLANDS STATION,TUCC,3,6,W,BD,5886
1/14/2014,6:00,Tuesday,TORONTO TRANSIT COMMIS,MUO,0,0,,BD,0
1/14/2014,6:00,Tuesday,TORONTO TRANSIT COMMIS,MUO,0,0,,SHP,0
1/14/2014,6:00,Tuesday,TORONTO TRANSIT COMMIS,MRO,0,0,,SRT,0
1/14/2014,6:05,Tuesday,WILSON STATION,PUSTS,0,0,S,YU,5416
1/14/2014,6:44,Tuesday,YONGE BD STATION,TUSC,0,0,E,BD,5221
1/14/2014,6:50,Tuesday,GREENWOOD STATION,TUNIP,3,6,E,BD,5046
1/14/2014,6:56,Tuesday,GREENWOOD STATION,MUSC,0,0,E,BD,5221
1/14/2014,6:56,Tuesday,WARDEN STATION,MUSC,3,6,E,BD,5129
1/14/2014,7:58,Tuesday,COLLEGE STATION,EUBK,0,0,S,YU,5746
1/14/2014,8:16,Tuesday,KIPLING STATION,MUSC,0,0,E,BD,5046
1/14/2014,8:36,Tuesday,SPADINA BD STATION,MUDD,4,7,E,BD,5339
1/14/2014,8:46,Tuesday,ST GEORGE BD STATION,MUIR,4,7,W,BD,5325
1/14/2014,9:41,Tuesday,ST CLAIR STATION,PUSTS,0,0,N,YU,5716
1/14/2014,9:51,Tuesday,RUNNYMEDE STATION,EUDO,9,12,E,BD,5103
1/14/2014,10:33,Tuesday,QUEEN'S PARK STATION,MUI,4,8,S,YU,5606
1/14/2014,10:42,Tuesday,GREENWOOD YARD,TUSC,0,0,E,BD,5209
1/14/2014,11:24,Tuesday,DAVISVILLE STATION,MUPAA,0,0,N,YU,5281
1/14/2014,11:25,Tuesday,ST ANDREW STATION,PUSI,9,13,S,YU,5741
1/14/2014,11:30,Tuesday,YONGE UNIVERSITY LINE,MUGD,0,0,,YU,0
1/14/2014,11:42,Tuesday,KENNEDY BD STATION,TUSC,0,0,E,BD,5048
1/14/2014,11:55,Tuesday,ISLINGTON STATION,TUSC,0,0,W,BD,5334
1/14/2014,12:00,Tuesday,DAVISVILLE STATION,MUIR,3,7,N,YU,5631
1/14/2014,12:19,Tuesday,LANSDOWNE STATION,MUPAA,3,7,W,BD,5342
1/14/2014,12:45,Tuesday,GLENCAIRN STATION,EUNT,9,13,S,YU,5359
1/14/2014,13:16,Tuesday,KIPLING STATION,MUI,0,0,W,BD,5041
1/14/2014,14:32,Tuesday,EGLINTON WEST STATION,PUSI,0,0,S,YU,5521
1/14/2014,14:34,Tuesday,DUNDAS STATION,SUDP,5,9,S,YU,5651
1/14/2014,15:27,Tuesday,ST CLAIR WEST STATION,MUSC,0,0,S,YU,5656
1/14/2014,15:30,Tuesday,KIPLING STATION,TUSC,0,0,E,BD,5210
1/14/2014,15:44,Tuesday,KENNEDY BD STATION,EUDO,3,6,W,BD,5339
1/14/2014,15:45,Tuesday,JANE STATION,SUDP,3,6,E,BD,5177
1/14/2014,16:00,Tuesday,COXWELL STATION,MUTO,0,0,W,BD,5160
1/14/2014,16:04,Tuesday,EGLINTON WEST STATION,PUSI,0,0,S,YU,5359
